maintenance_id,machine_id,maintenance_date,maintenance_type,technician_id,downtime_minutes,maintenance_cost,description
MAIN-0003984,M-015,2025-08-09,Corrective,EMP-00464,419,28443.65,Industry many nor TV.
MAIN-0003985,M-002,2026-08-10,Corrective,EMP-00436,219,67919.99,Research anyone indeed by build class.
MAIN-0003986,M-010,2024-10-23,Preventive,EMP-00043,119,5301.68,Town factor health himself.
MAIN-0003987,M-020,2025-04-20,Preventive,EMP-00467,305,60607.93,Miss scene top trade.
MAIN-0003988,M-016,2025-12-04,Corrective,EMP-00411,413,34172.81,North quality item money officer voice.
MAIN-0003989,M-015,2025-04-26,Preventive,EMP-00115,474,15991.24,Space only often light.
MAIN-0003990,M-015,2024-09-22,Corrective,EMP-00460,161,84169.83,Discuss heavy fund popular everyone them.
MAIN-0003991,M-012,2026-06-06,Emergency,EMP-00201,353,67544.19,Suffer after painting positive site art buy.
MAIN-0003992,M-001,2025-11-28,Corrective,EMP-00336,129,14244.0,Perhaps remain important.
MAIN-0003993,M-009,2025-12-20,Preventive,EMP-00165,411,59275.89,Wind weight decide base future and.
MAIN-0003994,M-013,2025-04-02,Preventive,EMP-00168,329,49722.39,Outside idea yet.
MAIN-0003995,M-010,2026-07-12,Corrective,EMP-00317,596,39824.35,Fear movie stuff.
MAIN-0003996,M-016,2024-10-03,Emergency,EMP-00486,417,78275.78,Cover gun board interview worry media probably speak.
MAIN-0003997,M-016,2025-07-12,Corrective,EMP-00195,434,71369.55,Deep college the recognize color name sort.
MAIN-0003998,M-012,2026-02-21,Emergency,EMP-00268,518,26403.71,Blue picture must international natural.
MAIN-0003999,M-015,2026-08-19,Preventive,EMP-00175,486,46572.56,Develop property door hour large teach even.
MAIN-0004000,M-017,2025-10-05,Emergency,EMP-00477,106,47432.04,Author direction marriage continue firm pressure company.
MAIN-0004001,M-016,2024-10-20,Emergency,EMP-00394,173,32586.47,Allow certainly season mind chair.
MAIN-0004002,M-014,2026-01-13,Emergency,EMP-00431,551,33902.27,Dinner eat least service kind popular next.
MAIN-0004003,M-004,2025-11-18,Preventive,EMP-00327,522,7576.12,Per different building measure director international.
MAIN-0004004,M-018,2025-12-21,Corrective,EMP-00227,424,91727.03,Body law safe account Democrat air.
MAIN-0004005,M-020,2026-07-04,Emergency,EMP-00373,568,93900.81,Do management become mother purpose.
MAIN-0004006,M-009,2026-03-14,Emergency,EMP-00121,432,6812.54,Performance white natural decade Mr administration sell standard.
MAIN-0004007,M-003,2025-09-26,Corrective,EMP-00028,449,20353.98,Training serious away thousand.
MAIN-0004008,M-008,2025-01-17,Corrective,EMP-00157,504,93905.6,Forget drug wife apply.
MAIN-0004009,M-001,2024-10-01,Preventive,EMP-00436,304,81880.77,Animal station growth course son research.
MAIN-0004010,M-016,2026-07-03,Emergency,EMP-00008,208,53117.96,Culture produce travel serve present rest high.
MAIN-0004011,M-017,2024-10-14,Emergency,EMP-00381,471,89355.44,Thank stay factor road trade.
MAIN-0004012,M-011,2026-08-14,Emergency,EMP-00387,419,19109.51,Others me late player despite air perhaps.
MAIN-0004013,M-005,2024-09-05,Emergency,EMP-00170,359,55379.56,Director star ten boy suffer cold.
MAIN-0004014,M-013,2026-07-25,Corrective,EMP-00393,519,56355.83,Decision later arm when network perhaps what would.
MAIN-0004015,M-007,2024-10-15,Emergency,EMP-00178,407,6159.55,Kind site than sometimes build fact maybe.
MAIN-0004016,M-001,2024-08-29,Preventive,EMP-00272,153,76245.32,Although stuff another exist cup crime another.
MAIN-0004017,M-016,2025-08-29,Corrective,EMP-00300,160,23798.4,Scene old even ability defense base.
MAIN-0004018,M-014,2024-11-29,Emergency,EMP-00267,101,48406.58,You vote economy glass.
MAIN-0004019,M-011,2026-08-01,Corrective,EMP-00411,526,55155.58,Night thank national trial.
MAIN-0004020,M-019,2026-05-19,Preventive,EMP-00058,481,69860.82,Other significant move happy war south chair choose.
MAIN-0004021,M-002,2025-12-09,Corrective,EMP-00437,37,63277.23,Despite though agree dark natural thank throw game.
MAIN-0004022,M-010,2024-10-13,Corrective,EMP-00365,53,42558.64,Indeed result miss federal practice again hit.
MAIN-0004023,M-020,2024-09-19,Preventive,EMP-00461,165,22528.22,Leg listen front say after field experience.
MAIN-0004024,M-004,2025-03-06,Preventive,EMP-00450,273,83568.08,Drive again modern fly whom pretty peace.
MAIN-0004025,M-003,2026-07-05,Corrective,EMP-00050,144,45041.86,Light girl left son few build.
MAIN-0004026,M-012,2025-09-13,Corrective,EMP-00228,483,14896.4,Represent task military us even.
MAIN-0004027,M-007,2025-08-19,Corrective,EMP-00420,249,58826.83,Coach do trade whom.
MAIN-0004028,M-005,2026-04-28,Corrective,EMP-00438,405,32414.7,Ability region talk rich crime amount.
MAIN-0004029,M-012,2025-11-05,Emergency,EMP-00111,416,21835.51,Media worker data usually tough agree.
MAIN-0004030,M-014,2024-10-03,Corrective,EMP-00306,259,21110.64,Message affect professional still speak.
MAIN-0004031,M-013,2025-09-27,Emergency,EMP-00447,563,76288.98,Green drug nothing local focus step hot.
MAIN-0004032,M-019,2025-06-10,Corrective,EMP-00316,161,66327.88,Bag ability sort rather although.
MAIN-0004033,M-002,2024-12-24,Emergency,EMP-00272,447,12612.75,Beyond song whose.
MAIN-0004034,M-010,2026-03-12,Preventive,EMP-00420,593,42278.05,House health card.
MAIN-0004035,M-018,2025-05-20,Corrective,EMP-00244,243,13712.62,Agreement read land skill generation either.
MAIN-0004036,M-019,2024-11-21,Preventive,EMP-00377,364,13454.51,Show article affect administration.
MAIN-0004037,M-008,2025-01-06,Preventive,EMP-00050,111,82609.19,Smile effort actually listen.
MAIN-0004038,M-009,2026-04-06,Corrective,EMP-00309,106,27004.4,Able teach raise see tax onto yet meet.
MAIN-0004039,M-008,2026-06-25,Emergency,EMP-00322,486,80664.47,Tell on act sound.
MAIN-0004040,M-015,2026-05-26,Preventive,EMP-00421,203,42787.83,Method thank represent idea.
MAIN-0004041,M-017,2026-03-30,Preventive,EMP-00140,514,21796.64,House age air voice after concern.
MAIN-0004042,M-018,2025-01-15,Corrective,EMP-00311,164,15677.78,Ask citizen pay art best night executive.
MAIN-0004043,M-019,2025-12-19,Emergency,EMP-00100,584,39899.83,Bank generation hot part.
MAIN-0004044,M-019,2026-05-03,Preventive,EMP-00492,578,27256.41,Key authority stock write.
MAIN-0004045,M-012,2026-01-10,Corrective,EMP-00438,569,89922.36,Responsibility another decade allow this pattern.
MAIN-0004046,M-018,2025-02-13,Emergency,EMP-00030,395,40204.24,Mention available prepare year example pay represent.
MAIN-0004047,M-019,2024-11-28,Preventive,EMP-00391,109,20570.55,Man east common.
MAIN-0004048,M-013,2026-05-18,Emergency,EMP-00495,43,34432.91,Fly body dog power.
MAIN-0004049,M-008,2024-11-07,Preventive,EMP-00311,381,60776.46,Piece do produce better amount.
MAIN-0004050,M-017,2025-06-18,Emergency,EMP-00292,116,11019.55,White shake now month rate cup challenge.
MAIN-0004051,M-001,2026-03-15,Corrective,EMP-00374,364,17657.11,Environment brother air.
MAIN-0004052,M-014,2024-10-15,Corrective,EMP-00449,568,9155.24,Next put example with southern again movie.
MAIN-0004053,M-015,2025-01-19,Preventive,EMP-00415,429,45865.23,Water star campaign tax hot customer.
MAIN-0004054,M-018,2026-02-22,Corrective,EMP-00411,125,38119.93,Sound wonder common political fall couple.
MAIN-0004055,M-007,2025-02-13,Corrective,EMP-00497,566,77839.15,Level truth race a present before security.
MAIN-0004056,M-011,2026-02-02,Emergency,EMP-00169,390,7631.89,Food sound player question.
MAIN-0004057,M-012,2025-02-28,Emergency,EMP-00309,308,84877.98,Key allow save man full address where look.
MAIN-0004058,M-018,2025-12-18,Preventive,EMP-00085,538,88293.87,Wind police affect indeed.
MAIN-0004059,M-017,2026-03-17,Preventive,EMP-00112,93,39553.41,Toward land only network describe sometimes.
MAIN-0004060,M-007,2026-05-18,Emergency,EMP-00093,89,75694.6,Represent force choose catch.
MAIN-0004061,M-019,2024-12-10,Emergency,EMP-00063,560,92371.99,Special Mrs test area down account exactly carry.
MAIN-0004062,M-013,2026-07-25,Preventive,EMP-00398,301,22549.18,Deal seat son among.
MAIN-0004063,M-008,2025-12-19,Preventive,EMP-00366,312,66484.09,Be its movement.
MAIN-0004064,M-009,2026-06-27,Corrective,EMP-00257,126,94130.03,Like movement material reason north occur.
MAIN-0004065,M-015,2024-09-23,Corrective,EMP-00426,346,94037.6,Vote turn as space star western prove.
MAIN-0004066,M-005,2025-06-01,Corrective,EMP-00069,450,77619.86,Your form reflect change small she environmental.
MAIN-0004067,M-018,2025-10-14,Corrective,EMP-00481,440,33372.82,Rock some admit rock father.
MAIN-0004068,M-007,2026-06-10,Emergency,EMP-00444,448,24728.99,International develop all key.
MAIN-0004069,M-020,2024-12-01,Emergency,EMP-00207,129,81866.24,Political character source address other detail.
MAIN-0004070,M-001,2024-11-20,Preventive,EMP-00409,32,91365.18,Far pressure most serious pick prepare present.
MAIN-0004071,M-001,2024-11-17,Preventive,EMP-00371,455,31975.26,Wait so kid either many investment treat at.
MAIN-0004072,M-013,2026-04-18,Preventive,EMP-00407,504,48716.52,Provide next situation give will great technology plan.
MAIN-0004073,M-011,2024-12-19,Emergency,EMP-00350,391,33022.53,Minute fund senior condition.
MAIN-0004074,M-003,2026-07-26,Preventive,EMP-00369,524,16143.3,Wrong into amount recognize.
MAIN-0004075,M-008,2025-11-27,Emergency,EMP-00483,571,64453.07,Home debate worker movement within cup age.
MAIN-0004076,M-017,2025-07-07,Preventive,EMP-00434,163,58325.52,Trade low economy current.
MAIN-0004077,M-018,2025-07-25,Corrective,EMP-00172,220,39412.72,Design medical top catch.
MAIN-0004078,M-019,2026-03-21,Corrective,EMP-00403,364,58403.0,View son military painting together.
MAIN-0004079,M-019,2025-01-28,Preventive,EMP-00404,322,87342.78,Voice clearly subject effort city by nation.
MAIN-0004080,M-018,2026-02-25,Preventive,EMP-00310,106,97321.67,Prove also watch moment drug capital will everything.
MAIN-0004081,M-018,2025-04-21,Corrective,EMP-00130,236,43212.19,Seek leave cut fly.
MAIN-0004082,M-014,2026-08-11,Emergency,EMP-00431,298,50358.79,Phone cup threat charge fill beautiful.
MAIN-0004083,M-012,2025-02-24,Emergency,EMP-00142,426,47381.78,Like maybe executive require deal.
MAIN-0004084,M-014,2026-03-29,Emergency,EMP-00120,298,36781.69,Mission record human detail prevent sit.
MAIN-0004085,M-013,2025-02-04,Preventive,EMP-00468,589,50235.21,Project buy range any nor.
MAIN-0004086,M-013,2025-07-25,Emergency,EMP-00093,221,51555.14,Society apply specific case.
MAIN-0004087,M-016,2026-05-06,Corrective,EMP-00006,280,70569.77,Stage because institution produce movie stuff.
MAIN-0004088,M-007,2024-12-22,Corrective,EMP-00081,102,37822.21,Firm stop democratic.
MAIN-0004089,M-012,2025-11-04,Preventive,EMP-00045,241,22580.09,That conference that describe second.
MAIN-0004090,M-009,2025-03-23,Preventive,EMP-00309,81,72437.34,Feeling him believe fill finally tree suggest.
MAIN-0004091,M-016,2024-11-04,Preventive,EMP-00452,229,74353.44,Point guy area prepare should my.
MAIN-0004092,M-010,2025-01-28,Corrective,EMP-00199,287,25149.63,Space would dark owner coach base front improve.
MAIN-0004093,M-013,2025-04-02,Corrective,EMP-00362,107,83598.11,Class we current child.
MAIN-0004094,M-005,2026-07-12,Preventive,EMP-00399,592,56675.85,School those law event from.
MAIN-0004095,M-001,2025-01-05,Emergency,EMP-00105,249,52181.29,Instead last paper lose magazine condition.
MAIN-0004096,M-005,2025-07-21,Preventive,EMP-00199,120,38921.9,Season sing office pretty brother exactly why.
MAIN-0004097,M-009,2025-06-11,Corrective,EMP-00104,42,73380.22,West nature size shake lead usually dinner.
MAIN-0004098,M-017,2025-05-29,Corrective,EMP-00194,39,22247.27,Thousand generation decide rock more human they nice.
MAIN-0004099,M-008,2025-02-27,Corrective,EMP-00001,448,50268.98,Girl drop yard economy eight.
MAIN-0004100,M-017,2024-11-06,Corrective,EMP-00191,82,49891.96,Daughter consumer six.
MAIN-0004101,M-001,2025-08-22,Corrective,EMP-00410,52,15584.21,Kind issue key local wait beyond tend low.
MAIN-0004102,M-011,2025-06-14,Emergency,EMP-00458,427,78786.04,Science its attorney knowledge trip me simply.
MAIN-0004103,M-007,2025-01-28,Corrective,EMP-00161,263,48362.32,Life keep expect talk choice.
MAIN-0004104,M-009,2026-08-16,Emergency,EMP-00414,274,64296.54,Husband detail wish.
MAIN-0004105,M-001,2024-09-27,Preventive,EMP-00075,257,78702.87,Unit ground serious discuss.
MAIN-0004106,M-006,2026-04-12,Emergency,EMP-00481,90,94158.34,Director strategy dark have cover instead head.
MAIN-0004107,M-017,2025-11-12,Corrective,EMP-00296,239,9473.53,Knowledge blue look game shoulder themselves.
MAIN-0004108,M-008,2025-03-24,Emergency,EMP-00487,153,61059.12,Leader sense most.
MAIN-0004109,M-003,2025-08-18,Corrective,EMP-00044,56,32213.12,Reflect long more seek others treat.
MAIN-0004110,M-015,2026-02-24,Preventive,EMP-00465,216,81324.5,Stop minute note partner.
MAIN-0004111,M-017,2026-06-28,Emergency,EMP-00235,535,89170.87,Wait recently side order eat week.
MAIN-0004112,M-004,2025-01-28,Emergency,EMP-00164,208,6032.31,Sound way agency stage value important street.
MAIN-0004113,M-004,2026-08-07,Preventive,EMP-00018,68,9558.51,Yes small often.
MAIN-0004114,M-011,2024-11-23,Preventive,EMP-00192,406,70293.17,Minute kitchen should guy stop really practice.
MAIN-0004115,M-012,2025-12-26,Emergency,EMP-00402,241,6975.46,White enough lose number fish who hand.
MAIN-0004116,M-013,2025-10-28,Preventive,EMP-00492,48,30052.43,Drop perform local government clear.
MAIN-0004117,M-019,2025-01-05,Preventive,EMP-00484,592,94648.63,Student piece south manage race walk.
MAIN-0004118,M-003,2025-02-22,Corrective,EMP-00101,503,59610.03,Meeting finally couple nothing.
MAIN-0004119,M-014,2024-11-03,Preventive,EMP-00170,551,87899.12,Deal however form.
MAIN-0004120,M-006,2024-10-05,Preventive,EMP-00363,495,80471.24,Because see rule least.
MAIN-0004121,M-014,2024-10-21,Preventive,EMP-00367,176,79706.72,Current find participant place purpose daughter value.
MAIN-0004122,M-010,2025-09-10,Corrective,EMP-00165,444,22351.81,Thought teacher teacher tree pretty center size reflect.
MAIN-0004123,M-016,2026-02-10,Emergency,EMP-00440,495,6525.25,Race kind quite human economic wall research.
MAIN-0004124,M-017,2026-07-15,Emergency,EMP-00062,347,43118.17,Article couple movie.
MAIN-0004125,M-008,2025-09-18,Corrective,EMP-00190,356,36535.01,Strong take team might share interest.
MAIN-0004126,M-020,2024-10-22,Corrective,EMP-00219,53,60722.58,Could now imagine.
MAIN-0004127,M-020,2024-11-09,Preventive,EMP-00345,43,15822.71,Between rather activity benefit very.
MAIN-0004128,M-014,2024-09-04,Emergency,EMP-00167,227,76271.72,Boy control image recognize within lead.
MAIN-0004129,M-012,2025-08-04,Corrective,EMP-00429,392,94689.99,Measure project expect hotel why such than condition.
MAIN-0004130,M-005,2024-11-14,Corrective,EMP-00227,480,54371.38,Camera nice actually.
MAIN-0004131,M-020,2025-02-16,Corrective,EMP-00077,356,37411.23,Someone drop be light have.
MAIN-0004132,M-002,2026-06-16,Corrective,EMP-00150,475,28161.95,Institution major stuff rest others inside.
MAIN-0004133,M-014,2025-06-07,Emergency,EMP-00228,365,45526.0,Amount meet parent quite while rest.
MAIN-0004134,M-020,2025-01-02,Emergency,EMP-00314,295,5095.48,Pull security easy per character others.
MAIN-0004135,M-020,2026-06-01,Preventive,EMP-00060,88,30071.9,Season sort night where.
MAIN-0004136,M-015,2025-06-23,Preventive,EMP-00208,360,11331.77,Wear product away reveal within.
MAIN-0004137,M-008,2026-03-27,Emergency,EMP-00310,555,89202.94,School drop support nice tonight election.
MAIN-0004138,M-020,2026-08-08,Preventive,EMP-00212,343,98696.09,Trial government need state quality structure benefit.
MAIN-0004139,M-015,2025-12-01,Preventive,EMP-00154,123,68955.51,Discuss oil within TV artist feel rather.
MAIN-0004140,M-004,2025-12-01,Preventive,EMP-00015,385,68202.93,Few state wish best some likely.
MAIN-0004141,M-016,2025-02-11,Emergency,EMP-00379,400,33810.47,Store financial enough phone eat fine.
MAIN-0004142,M-010,2025-01-15,Emergency,EMP-00028,497,54322.22,Size must show perhaps economy.
MAIN-0004143,M-004,2025-01-28,Corrective,EMP-00307,530,39719.53,Human national you crime lose.
MAIN-0004144,M-003,2025-06-23,Preventive,EMP-00106,282,89161.85,Environmental instead fly although list specific.
MAIN-0004145,M-020,2025-07-12,Emergency,EMP-00320,248,92842.82,Member return threat five special.
MAIN-0004146,M-011,2025-08-15,Corrective,EMP-00016,196,75114.19,Into worry its wide quite now head.
MAIN-0004147,M-012,2025-02-10,Preventive,EMP-00097,486,86975.22,Add common history writer.
MAIN-0004148,M-012,2025-10-30,Emergency,EMP-00267,574,46640.1,Himself test seven drive ago.
MAIN-0004149,M-005,2025-05-05,Emergency,EMP-00084,408,71323.17,President stage recognize trial.
MAIN-0004150,M-009,2025-09-07,Emergency,EMP-00226,547,95348.73,Agent factor foreign prove upon.
MAIN-0004151,M-001,2024-10-15,Corrective,EMP-00140,287,98236.21,Expert office between read stay fear.
MAIN-0004152,M-001,2025-05-15,Preventive,EMP-00278,517,30083.69,Instead reason any discuss.
MAIN-0004153,M-004,2024-09-24,Corrective,EMP-00187,239,52455.85,Let fine boy adult base when thus.
MAIN-0004154,M-010,2024-12-26,Preventive,EMP-00124,363,13560.51,Set consider term.
MAIN-0004155,M-018,2025-09-19,Emergency,EMP-00406,176,78874.5,Serious cover explain quality study.
MAIN-0004156,M-007,2026-03-19,Preventive,EMP-00088,511,76018.71,City action husband.
MAIN-0004157,M-016,2024-10-14,Corrective,EMP-00065,30,77003.0,If must dinner race.
MAIN-0004158,M-016,2026-08-04,Preventive,EMP-00208,220,28705.06,Increase lead wife better.
MAIN-0004159,M-009,2025-02-20,Corrective,EMP-00041,575,69906.34,People now individual expert people even.
